,strategy,gov_policy,n_cases,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
158,S4,test_based_TTI_test_contacts,50000,0.9722000493649406,3.8016,577.6344,81.5016,510.90479999999997,3059.2896,456.192,223.464,97.82019165148638,18.24380242472271
159,S4,test_based_TTI_test_contacts,50000,0.9771504826592334,3.8563,592.0680000000001,81.40559999999999,522.1776,3081.9792,462.75600000000003,225.7944,101.55531897653339,18.148223104360394
160,S5,no_TTI,10000,0.7861274481894146,3.9395,0.0,0.0,0.0,2089.92,472.73999999999995,302.424,75.98070621727037,-1.2656542480726783e-16
161,S5,no_TTI,10000,0.7696470868761371,3.9561,0.0,0.0,0.0,2060.52,474.732,311.736,70.63834957486361,7.194245199571015e-17
162,S5,no_TTI,20000,0.7780817118768888,3.9423,0.0,0.0,0.0,2102.1,473.07599999999996,303.114,76.59219457477332,-2.6645352591003758e-18
163,S5,no_TTI,20000,0.7720864228738822,3.84205,0.0,0.0,0.0,2110.5,461.046,299.39399999999995,69.00162925513405,2.597921877622866e-17
164,S5,no_TTI,30000,0.7571083957618845,3.8779333333333335,0.0,0.0,0.0,2113.552,465.35200000000003,301.44,73.05899250857382,-3.1086244689504384e-18
165,S5,no_TTI,30000,0.7768031052852515,3.8975333333333335,0.0,0.0,0.0,2145.5280000000002,467.704,299.372,75.11562736576975,2.886579864025407e-17
166,S5,no_TTI,40000,0.771439052411119,3.848925,0.0,0.0,0.0,2116.884,461.871,295.18800000000005,74.11031371066571,2.1316282072803006e-17
167,S5,no_TTI,40000,0.7541467750298858,3.917775,0.0,0.0,0.0,2094.414,470.133,306.22799999999995,73.40738699641369,3.630429290524262e-17
